,type,sms,processedSMS,filteredSMS
162,0,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot,"['ok', 'would', 'b', 'love', 'u', 'r', 'sure', 'think', 'wot', 'u', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'u', 'wot']"
163,0,how are you? I miss you!,miss,['miss']
164,0,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,mayb woke fuck 3 problem,"['mayb', 'woke', 'fuck', '3', 'problem']"
165,0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,cthen thk shd b enuff still got conclus n content pg n refer b da content pg n cover pg,"['cthen', 'thk', 'shd', 'b', 'enuff', 'still', 'got', 'conclus', 'n', 'content', 'pg', 'n', 'refer', 'b', 'da', 'content', 'pg', 'n', 'cover', 'pg']"
166,0,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",love know feel make belli warm wish love shall meet dream ahmad ador kiss,"['love', 'know', 'feel', 'make', 'belli', 'warm', 'wish', 'love', 'shall', 'meet', 'dream', 'ahmad', 'ador', 'kiss']"
167,0,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",derp wors dude alway want parti dude file complaint three drug abus live,"['derp', 'wors', 'dude', 'alway', 'want', 'parti', 'dude', 'file', 'complaint', 'three', 'drug', 'abus', 'live']"
168,0,Then ur sis how?,ur si,"['ur', 'si']"
169,0,Where do you need to go to get it?,need go get,"['need', 'go', 'get']"
170,0,What happened to our yo date?,happen yo date,"['happen', 'yo', 'date']"
171,0,Change windows logoff sound..,chang window logoff sound,"['chang', 'window', 'logoff', 'sound']"
172,0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",yetund sorri moji seem busi abl go shop pleas find way get want us get pleas forgiv repli free via yahoo messeng,"['yetund', 'sorri', 'moji', 'seem', 'busi', 'abl', 'go', 'shop', 'pleas', 'find', 'way', 'get', 'want', 'us', 'get', 'pleas', 'forgiv', 'repli', 'free', 'via', 'yahoo', 'messeng']"
173,0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",nt drive even mani reason call bbd tht chikku hw abt dvg cold heard tht vinobanagar violenc hw condit hw ru problem,"['nt', 'drive', 'even', 'mani', 'reason', 'call', 'bbd', 'tht', 'chikku', 'hw', 'abt', 'dvg', 'cold', 'heard', 'tht', 'vinobanagar', 'violenc', 'hw', 'condit', 'hw', 'ru', 'problem']"
174,0,"It      s  6 to get in, is that ok?",6 get ok,"['6', 'get', 'ok']"
175,0,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,go got excit karaok type activ plan debat whether play footbal eve feel lazi though,"['go', 'got', 'excit', 'karaok', 'type', 'activ', 'plan', 'debat', 'whether', 'play', 'footbal', 'eve', 'feel', 'lazi', 'though']"
176,0,"Good stuff, will do.",good stuff,"['good', 'stuff']"
177,0,Thats cool. How was your day?,that cool day,"['that', 'cool', 'day']"
178,0,Now only i reached home. . . I am very tired now. . I will come tomorro,reach home tire come tomorro,"['reach', 'home', 'tire', 'come', 'tomorro']"
179,0,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,hello darlin ive finish colleg txt u finish u love kate xxx,"['hello', 'darlin', 'ive', 'finish', 'colleg', 'txt', 'u', 'finish', 'u', 'love', 'kate', 'xxx']"
180,0,Cant think of anyone with * spare room off * top of my head,cant think anyon spare room top head,"['cant', 'think', 'anyon', 'spare', 'room', 'top', 'head']"
181,0,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",wish famili merri x ma happi new year advanc,"['wish', 'famili', 'merri', 'x', 'ma', 'happi', 'new', 'year', 'advanc']"
182,0,Aight ill get on fb in a couple minutes,aight ill get fb coupl minut,"['aight', 'ill', 'get', 'fb', 'coupl', 'minut']"
183,0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni8,"['friendship', 'poem', 'dear', 'dear', 'u', 'r', 'near', 'hear', 'dont', 'get', 'fear', 'live', 'cheer', 'tear', 'u', 'r', 'alway', 'dear', 'gud', 'ni8']"
184,0,Did u find out what time the bus is at coz i need to sort some stuff out.,u find time bu coz need sort stuff,"['u', 'find', 'time', 'bu', 'coz', 'need', 'sort', 'stuff']"
185,0,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,stand away heart ach without wonder crave,"['stand', 'away', 'heart', 'ach', 'without', 'wonder', 'crave']"
186,0,I am 6 ft. We will be a good combination!,6 ft good combin,"['6', 'ft', 'good', 'combin']"
187,0,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,check mail mail varma kept copi regard membership take care insha allah,"['check', 'mail', 'mail', 'varma', 'kept', 'copi', 'regard', 'membership', 'take', 'care', 'insha', 'allah']"
188,0,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid 2 aproach gal dt time truck speed toward gal wn 2 hit girl boy ran like hell n save ask hw cn u run fast boy repli boost secret energi n instantli girl shout energi n thi live happili 2gthr drink boost evrydi moral stori hv free msg gud ni8,"['boy', 'love', 'gal', 'propsd', 'bt', 'didnt', 'mind', 'gv', 'lv', 'lttr', 'bt', 'frnd', 'threw', 'thm', 'boy', 'decid', '2', 'aproach', 'gal', 'dt', 'time', 'truck', 'speed', 'toward', 'gal', 'wn', '2', 'hit', 'girl', 'boy', 'ran', 'like', 'hell', 'n', 'save', 'ask', 'hw', 'cn', 'u', 'run', 'fast', 'boy', 'repli', 'boost', 'secret', 'energi', 'n', 'instantli', 'girl', 'shout', 'energi', 'n', 'thi', 'live', 'happili', '2gthr', 'drink', 'boost', 'evrydi', 'moral', 'stori', 'hv', 'free', 'msg', 'gud', 'ni8']"
189,0,Need a coffee run tomo?Can't believe it's that time of week already,need coffe run tomo believ time week alreadi,"['need', 'coffe', 'run', 'tomo', 'believ', 'time', 'week', 'alreadi']"
190,0,"Aight, I'm chillin in a friend's room so text me when you're on the way",aight chillin friend room text way,"['aight', 'chillin', 'friend', 'room', 'text', 'way']"
191,0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",hmm dunno leh mayb bag 4 goigng dat small ju anyth except perfum smth dat keep,"['hmm', 'dunno', 'leh', 'mayb', 'bag', '4', 'goigng', 'dat', 'small', 'ju', 'anyth', 'except', 'perfum', 'smth', 'dat', 'keep']"
192,0,Have you had a good day? Mine was really busy are you up to much tomorrow night?,good day mine realli busi much tomorrow night,"['good', 'day', 'mine', 'realli', 'busi', 'much', 'tomorrow', 'night']"
193,0,No..he joined today itself.,join today,"['join', 'today']"
194,0,Oh:)as usual vijay film or its different?,oh usual vijay film differ,"['oh', 'usual', 'vijay', 'film', 'differ']"
195,0,He says hi and to get your ass back to south tampa (preferably at a kegger),say hi get ass back south tampa prefer kegger,"['say', 'hi', 'get', 'ass', 'back', 'south', 'tampa', 'prefer', 'kegger']"
196,0,Also that chat was awesome but don't make it regular unless you can see her in person,also chat awesom make regular unless see person,"['also', 'chat', 'awesom', 'make', 'regular', 'unless', 'see', 'person']"
197,0,Watching tv now. I got new job :),watch tv got new job,"['watch', 'tv', 'got', 'new', 'job']"
198,0,Are you angry with me. What happen dear,angri happen dear,"['angri', 'happen', 'dear']"
199,0,Gibbs unsold.mike hussey,gibb unsold mike hussey,"['gibb', 'unsold', 'mike', 'hussey']"
200,0,Oh that was a forwarded message. I thought you send that to me,oh forward messag thought send,"['oh', 'forward', 'messag', 'thought', 'send']"
201,0,i thought we were doing a king of the hill thing there.,thought king hill thing,"['thought', 'king', 'hill', 'thing']"
202,0,Some are lasting as much as 2 hours. You might get lucky.,last much 2 hour might get lucki,"['last', 'much', '2', 'hour', 'might', 'get', 'lucki']"
203,0,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,yup izzit still rain heavili co e mrt c outsid,"['yup', 'izzit', 'still', 'rain', 'heavili', 'co', 'e', 'mrt', 'c', 'outsid']"
204,0,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,want tell bad feel basic time text late need drug,"['want', 'tell', 'bad', 'feel', 'basic', 'time', 'text', 'late', 'need', 'drug']"
205,0,Fffff. Can you text kadeem or are you too far gone,fffff text kadeem far gone,"['fffff', 'text', 'kadeem', 'far', 'gone']"
206,0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,cinema plu drink appeal tomo fr thriller director like mac 8 30,"['cinema', 'plu', 'drink', 'appeal', 'tomo', 'fr', 'thriller', 'director', 'like', 'mac', '8', '30']"
207,0,Happy birthday... May all ur dreams come true...,happi birthday may ur dream come true,"['happi', 'birthday', 'may', 'ur', 'dream', 'come', 'true']"
208,0,Black shirt n blue jeans... I thk i c  _...,black shirt n blue jean thk c,"['black', 'shirt', 'n', 'blue', 'jean', 'thk', 'c']"
209,0,Hi:)cts employee how are you?,hi ct employe,"['hi', 'ct', 'employe']"
210,0,K.k.how is your business now?,k k busi,"['k', 'k', 'busi']"
211,0,Where u been hiding stranger?,u hide stranger,"['u', 'hide', 'stranger']"
212,0,At WHAT TIME should i come tomorrow,time come tomorrow,"['time', 'come', 'tomorrow']"
213,0,No. But we'll do medical missions to nigeria,medic mission nigeria,"['medic', 'mission', 'nigeria']"
214,0,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,hey hun onbu goin 2 meet want 2go 4a meal donyt feel like cuz 2 get last bu home he sweet latelyxxx,"['hey', 'hun', 'onbu', 'goin', '2', 'meet', 'want', '2go', '4a', 'meal', 'donyt', 'feel', 'like', 'cuz', '2', 'get', 'last', 'bu', 'home', 'he', 'sweet', 'latelyxxx']"
215,0,No no. I will check all rooms befor activities,check room befor activ,"['check', 'room', 'befor', 'activ']"
216,0,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,ju tell u dat b leav 4 shanghai 21st instead haf time 2 meet cya,"['ju', 'tell', 'u', 'dat', 'b', 'leav', '4', 'shanghai', '21st', 'instead', 'haf', 'time', '2', 'meet', 'cya']"
217,0,Small problem in auction:)punj now asking tiwary,small problem auction punj ask tiwari,"['small', 'problem', 'auction', 'punj', 'ask', 'tiwari']"
218,0,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,hi darlin im way london smash anoth driver big dent im realli miss u u xxx,"['hi', 'darlin', 'im', 'way', 'london', 'smash', 'anoth', 'driver', 'big', 'dent', 'im', 'realli', 'miss', 'u', 'u', 'xxx']"
219,0,Then i buy.,buy,['buy']
220,0,Apo all other are mokka players only,apo mokka player,"['apo', 'mokka', 'player']"
221,0,"When you just put in the + sign, choose my number and the pin will show. Right?",put sign choos number pin show right,"['put', 'sign', 'choos', 'number', 'pin', 'show', 'right']"
222,0,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",speak feel word better silenc gud mrng,"['speak', 'feel', 'word', 'better', 'silenc', 'gud', 'mrng']"
223,0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish,"['sad', 'stori', 'man', 'last', 'week', 'b', 'day', 'wife', 'nt', 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleagu', 'wish']"
224,0,1's reach home call me.,1 reach home call,"['1', 'reach', 'home', 'call']"
225,0,S but not able to sleep.,abl sleep,"['abl', 'sleep']"
226,0,What time. I      m out until prob 3 or so,time prob 3,"['time', 'prob', '3']"
227,0,Do you know where my lab goggles went,know lab goggl went,"['know', 'lab', 'goggl', 'went']"
228,0,"Goodmorning, today i am late for 1hr.",goodmorn today late 1hr,"['goodmorn', 'today', 'late', '1hr']"
229,0,You will be in the place of that man,place man,"['place', 'man']"
230,0,Er mw im filled tuth is aight,er mw im fill tuth aight,"['er', 'mw', 'im', 'fill', 'tuth', 'aight']"
231,0,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,wake sinc check stuff saw true avail space pl call embassi send mail,"['wake', 'sinc', 'check', 'stuff', 'saw', 'true', 'avail', 'space', 'pl', 'call', 'embassi', 'send', 'mail']"
232,0,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,heard job go wildlif talk tonight u want2com that2worzel wizzl whatev,"['heard', 'job', 'go', 'wildlif', 'talk', 'tonight', 'u', 'want2com', 'that2worzel', 'wizzl', 'whatev']"
233,0,U should make a fb list,u make fb list,"['u', 'make', 'fb', 'list']"
234,0,Yeah imma come over cause jay wants to do some drugs,yeah imma come caus jay want drug,"['yeah', 'imma', 'come', 'caus', 'jay', 'want', 'drug']"
235,0,R u in this continent?,r u contin,"['r', 'u', 'contin']"
236,0,Oops. 4 got that bit.,oop 4 got bit,"['oop', '4', 'got', 'bit']"
237,0,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak 5min hold,"['ranjith', 'cal', 'drpd', 'deeraj', 'deepak', '5min', 'hold']"
238,0,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",know u mean king havin credit goin2b night night sweet only1mor sleep,"['know', 'u', 'mean', 'king', 'havin', 'credit', 'goin2b', 'night', 'night', 'sweet', 'only1mor', 'sleep']"
239,0,And I don't plan on staying the night but I prolly won't be back til late,plan stay night prolli back til late,"['plan', 'stay', 'night', 'prolli', 'back', 'til', 'late']"
240,0,Geeeee ... I love you so much I can barely stand it,geeeee love much bare stand,"['geeeee', 'love', 'much', 'bare', 'stand']"
241,0,She's borderline but yeah whatever.,borderlin yeah whatev,"['borderlin', 'yeah', 'whatev']"
242,0,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,mean come chase state watch mani movi want,"['mean', 'come', 'chase', 'state', 'watch', 'mani', 'movi', 'want']"
243,0,Short But Cute: \Be a good person,short cute good person,"['short', 'cute', 'good', 'person']"
244,0,I hope you know I'm still mad at you.,hope know still mad,"['hope', 'know', 'still', 'mad']"
245,0,     eatin later but i'm eatin wif my frens now lei...     going home first? ,eatin later eatin wif fren lei go home first,"['eatin', 'later', 'eatin', 'wif', 'fren', 'lei', 'go', 'home', 'first']"
246,0,I'm gonna rip out my uterus.,gon na rip uteru,"['gon', 'na', 'rip', 'uteru']"
247,0,But you dint in touch with me.,dint touch,"['dint', 'touch']"
248,0,I dont know ask to my brother. Nothing problem some thing that. Just i told .,dont know ask brother noth problem thing told,"['dont', 'know', 'ask', 'brother', 'noth', 'problem', 'thing', 'told']"
